# Server version 0.04 running on lab2-9.CS.McGill.CA:8123
# Game ID: 82
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 16:55:38 EDT 2009
# Player 1: WHITE, 'fixed', running on localhost
# Player 2: BLACK, 'neural', running on localhost
START WHITE fixed
START BLACK neural
WHITE 11 19
BLACK 50 43
WHITE 12 20
BLACK 43 35
WHITE 20 27
BLACK 35 26
WHITE 19 26
BLACK 57 50
WHITE 27 35
BLACK 50 43
WHITE 35 42
BLACK 51 42
WHITE 26 35
BLACK 42 35
WHITE 13 21
BLACK 35 28
WHITE 10 19
BLACK 28 21
WHITE 14 21
BLACK 43 34
WHITE 19 27
BLACK 34 27
WHITE 21 29
BLACK 27 18
WHITE 9 18
BLACK 59 51
WHITE 29 38
BLACK 54 46
WHITE 18 27
BLACK 62 54
WHITE 38 47
BLACK 54 47
WHITE 8 16
BLACK 47 38
WHITE 27 35
BLACK 38 30
WHITE 16 25
BLACK 30 22
WHITE 15 22
BLACK 51 42
WHITE 35 42
BLACK 49 42
WHITE 22 30
BLACK 42 33
WHITE 25 32
BLACK 33 24
WHITE 32 40
BLACK 24 17
WHITE 40 49
BLACK 58 49
WHITE 4 12
BLACK 17 8
WHITE 1 8
BLACK 46 37
WHITE 30 37
BLACK 53 44
WHITE 37 44
BLACK 52 45
WHITE 12 21
BLACK 45 38
WHITE 44 53
BLACK 60 53
WHITE 21 29
BLACK 38 29
WHITE 3 12
BLACK 29 21
WHITE 2 10
BLACK 21 12
WHITE 5 12
BLACK 48 41
WHITE 12 20
BLACK 41 33
WHITE 20 28
BLACK 33 25
WHITE 28 36
BLACK 25 16
WHITE 36 44
BLACK 53 44
WHITE 10 18
BLACK 16 9
WHITE 6 15
BLACK 9 0
GAMEOVER 
WINNER BLACK
# Game ended: Sun Mar 22 16:55:39 EDT 2009
