# Server version 0.04 running on lab2-9.CS.McGill.CA:8123
# Game ID: 114
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 17:09:21 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 9 16
BLACK 52 45
WHITE 16 25
BLACK 45 38
WHITE 25 34
BLACK 53 44
WHITE 34 42
BLACK 51 42
WHITE 11 19
BLACK 38 30
WHITE 19 26
BLACK 30 22
WHITE 13 22
BLACK 44 36
WHITE 26 34
BLACK 42 33
WHITE 34 43
BLACK 36 28
WHITE 43 50
BLACK 59 50
WHITE 22 30
BLACK 28 20
WHITE 2 11
BLACK 20 13
WHITE 4 13
BLACK 50 42
WHITE 30 39
BLACK 42 34
WHITE 39 46
BLACK 55 46
WHITE 11 18
BLACK 34 26
WHITE 18 25
BLACK 26 19
WHITE 12 19
BLACK 33 26
WHITE 19 26
BLACK 46 39
WHITE 25 34
BLACK 39 30
WHITE 34 41
BLACK 54 47
WHITE 41 48
BLACK 57 48
WHITE 26 33
BLACK 30 23
WHITE 14 23
BLACK 47 39
WHITE 33 41
BLACK 39 30
WHITE 23 30
BLACK 48 41
WHITE 30 38
BLACK 41 34
WHITE 38 47
BLACK 58 50
WHITE 1 9
BLACK 34 26
WHITE 47 55
BLACK 62 55
WHITE 8 17
BLACK 26 18
WHITE 9 18
BLACK 49 41
WHITE 18 26
BLACK 41 33
WHITE 26 33
BLACK 50 42
WHITE 33 42
BLACK 60 53
WHITE 7 14
BLACK 55 47
WHITE 3 12
BLACK 47 39
WHITE 10 19
BLACK 39 30
WHITE 42 51
BLACK 30 22
WHITE 51 58
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 17:09:22 EDT 2009
