# Server version 0.04 running on lab2-9.CS.McGill.CA:8123
# Game ID: 66
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 16:22:05 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 9 16
BLACK 51 43
WHITE 16 24
BLACK 43 34
WHITE 24 33
BLACK 34 27
WHITE 15 23
BLACK 27 19
WHITE 12 19
BLACK 53 45
WHITE 2 9
BLACK 50 43
WHITE 7 15
BLACK 54 46
WHITE 33 40
BLACK 49 40
WHITE 19 26
BLACK 43 35
WHITE 26 35
BLACK 40 33
WHITE 11 19
BLACK 33 25
WHITE 3 12
BLACK 46 37
WHITE 13 21
BLACK 52 44
WHITE 35 44
BLACK 25 17
WHITE 8 17
BLACK 37 29
WHITE 6 13
BLACK 29 22
WHITE 13 22
BLACK 55 47
WHITE 22 31
BLACK 45 37
WHITE 14 22
BLACK 37 28
WHITE 19 28
BLACK 47 38
WHITE 31 38
BLACK 60 52
WHITE 4 11
BLACK 52 43
WHITE 11 19
BLACK 43 35
WHITE 28 35
BLACK 59 52
WHITE 1 8
BLACK 52 43
WHITE 10 18
BLACK 58 50
WHITE 21 28
BLACK 43 34
WHITE 5 13
BLACK 34 26
WHITE 17 26
BLACK 48 41
WHITE 8 17
BLACK 41 33
WHITE 26 33
BLACK 50 42
WHITE 33 42
BLACK 61 54
WHITE 42 51
BLACK 57 48
WHITE 51 59
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 16:22:07 EDT 2009
