# Server version 0.04 running on lab2-9.CS.McGill.CA:8123
# Game ID: 89
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 16:57:27 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 8 16
BLACK 52 43
WHITE 16 24
BLACK 43 34
WHITE 24 33
BLACK 34 25
WHITE 33 42
BLACK 51 42
WHITE 12 20
BLACK 25 17
WHITE 10 17
BLACK 53 46
WHITE 20 28
BLACK 42 35
WHITE 28 35
BLACK 54 47
WHITE 35 44
BLACK 50 41
WHITE 44 53
BLACK 60 53
WHITE 17 26
BLACK 41 34
WHITE 26 35
BLACK 34 27
WHITE 35 44
BLACK 53 44
WHITE 9 17
BLACK 27 19
WHITE 17 24
BLACK 46 38
WHITE 3 12
BLACK 19 12
WHITE 5 12
BLACK 38 30
WHITE 24 33
BLACK 30 22
WHITE 15 22
BLACK 47 39
WHITE 11 18
BLACK 39 30
WHITE 33 40
BLACK 49 40
WHITE 22 29
BLACK 44 35
WHITE 29 37
BLACK 35 26
WHITE 37 46
BLACK 55 46
WHITE 18 27
BLACK 30 22
WHITE 13 22
BLACK 59 51
WHITE 27 36
BLACK 26 18
WHITE 36 45
BLACK 40 33
WHITE 45 54
BLACK 61 54
WHITE 22 30
BLACK 18 9
WHITE 2 9
BLACK 33 26
WHITE 30 38
BLACK 26 18
WHITE 9 18
BLACK 46 39
WHITE 6 15
BLACK 39 31
WHITE 38 45
BLACK 54 45
WHITE 18 25
BLACK 57 50
WHITE 25 34
BLACK 31 22
WHITE 15 22
BLACK 45 37
WHITE 12 20
BLACK 37 29
WHITE 22 29
BLACK 51 44
WHITE 34 42
BLACK 44 36
WHITE 29 36
BLACK 58 49
WHITE 42 49
BLACK 56 49
WHITE 36 43
BLACK 50 43
WHITE 20 27
BLACK 43 35
WHITE 27 34
BLACK 35 26
WHITE 34 43
BLACK 62 53
WHITE 1 10
BLACK 26 18
WHITE 43 51
BLACK 18 9
WHITE 0 9
BLACK 53 45
WHITE 51 58
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 16:57:29 EDT 2009
