# Server version 0.04 running on socs-24.CS.McGill.CA:8123
# Game ID: 170
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 19:42:26 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 8 16
BLACK 52 44
WHITE 16 24
BLACK 44 36
WHITE 24 32
BLACK 53 45
WHITE 32 40
BLACK 49 40
WHITE 9 16
BLACK 36 28
WHITE 16 24
BLACK 28 19
WHITE 10 19
BLACK 51 44
WHITE 24 32
BLACK 44 36
WHITE 32 41
BLACK 50 41
WHITE 19 26
BLACK 36 27
WHITE 26 33
BLACK 40 33
WHITE 11 18
BLACK 33 25
WHITE 18 25
BLACK 27 18
WHITE 25 32
BLACK 41 32
WHITE 12 19
BLACK 18 10
WHITE 1 10
BLACK 45 37
WHITE 19 26
BLACK 37 28
WHITE 26 33
BLACK 28 19
WHITE 10 19
BLACK 32 24
WHITE 33 40
BLACK 54 47
WHITE 40 49
BLACK 58 49
WHITE 19 26
BLACK 24 17
WHITE 26 33
BLACK 47 39
WHITE 33 40
BLACK 49 40
WHITE 13 20
BLACK 17 9
WHITE 0 9
BLACK 39 30
WHITE 20 27
BLACK 30 22
WHITE 15 22
BLACK 40 32
WHITE 27 34
BLACK 32 24
WHITE 34 41
BLACK 48 41
WHITE 22 29
BLACK 41 33
WHITE 29 36
BLACK 24 17
WHITE 36 43
BLACK 55 47
WHITE 43 50
BLACK 59 50
WHITE 9 16
BLACK 17 10
WHITE 3 10
BLACK 33 24
WHITE 16 25
BLACK 24 17
WHITE 10 17
BLACK 60 53
WHITE 25 32
BLACK 53 45
WHITE 32 40
BLACK 47 39
WHITE 40 48
BLACK 57 48
WHITE 17 24
BLACK 39 31
WHITE 24 32
BLACK 45 37
WHITE 32 40
BLACK 31 23
WHITE 14 23
BLACK 37 29
WHITE 40 49
BLACK 56 49
WHITE 23 30
BLACK 29 20
WHITE 30 37
BLACK 62 54
WHITE 37 44
BLACK 20 12
WHITE 5 12
BLACK 48 40
WHITE 44 51
BLACK 40 33
WHITE 51 58
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 19:42:28 EDT 2009
