# Server version 0.04 running on socs-24.CS.McGill.CA:8123
# Game ID: 160
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 19:38:28 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 8 16
BLACK 51 43
WHITE 16 24
BLACK 43 34
WHITE 24 32
BLACK 34 25
WHITE 32 40
BLACK 49 40
WHITE 9 16
BLACK 25 16
WHITE 10 17
BLACK 16 8
WHITE 1 8
BLACK 40 32
WHITE 17 24
BLACK 53 44
WHITE 24 33
BLACK 32 24
WHITE 33 40
BLACK 24 16
WHITE 40 49
BLACK 58 49
WHITE 8 17
BLACK 16 9
WHITE 0 9
BLACK 44 36
WHITE 17 24
BLACK 36 27
WHITE 24 32
BLACK 50 42
WHITE 32 40
BLACK 49 40
WHITE 9 16
BLACK 27 20
WHITE 11 20
BLACK 42 34
WHITE 16 24
BLACK 34 26
WHITE 24 32
BLACK 26 19
WHITE 12 19
BLACK 52 44
WHITE 32 41
BLACK 48 41
WHITE 19 26
BLACK 41 33
WHITE 26 33
BLACK 60 52
WHITE 33 40
BLACK 44 37
WHITE 40 48
BLACK 57 48
WHITE 20 27
BLACK 37 29
WHITE 27 34
BLACK 29 20
WHITE 13 20
BLACK 52 44
WHITE 34 41
BLACK 48 41
WHITE 20 27
BLACK 44 36
WHITE 27 36
BLACK 41 33
WHITE 36 43
BLACK 55 46
WHITE 43 50
BLACK 59 50
WHITE 14 21
BLACK 33 25
WHITE 21 28
BLACK 25 17
WHITE 28 35
BLACK 46 37
WHITE 35 42
BLACK 50 41
WHITE 42 49
BLACK 56 49
WHITE 15 22
BLACK 54 47
WHITE 22 29
BLACK 37 30
WHITE 29 36
BLACK 17 8
WHITE 36 43
BLACK 30 21
WHITE 43 50
BLACK 21 13
WHITE 4 13
BLACK 8 0
GAMEOVER 
WINNER BLACK
# Game ended: Sun Mar 22 19:38:30 EDT 2009
