# Server version 0.04 running on socs-24.CS.McGill.CA:8123
# Game ID: 128
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 19:20:24 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 8 16
BLACK 52 43
WHITE 16 24
BLACK 43 35
WHITE 24 32
BLACK 35 28
WHITE 32 40
BLACK 49 40
WHITE 9 16
BLACK 28 20
WHITE 11 20
BLACK 40 33
WHITE 16 24
BLACK 33 24
WHITE 20 27
BLACK 24 16
WHITE 27 34
BLACK 51 43
WHITE 34 43
BLACK 50 43
WHITE 10 17
BLACK 16 9
WHITE 0 9
BLACK 55 46
WHITE 17 24
BLACK 53 44
WHITE 24 32
BLACK 46 38
WHITE 32 40
BLACK 38 30
WHITE 40 49
BLACK 58 49
WHITE 9 16
BLACK 30 23
WHITE 14 23
BLACK 43 35
WHITE 16 24
BLACK 35 27
WHITE 24 32
BLACK 27 19
WHITE 12 19
BLACK 44 37
WHITE 32 40
BLACK 49 40
WHITE 19 26
BLACK 37 29
WHITE 26 33
BLACK 40 33
WHITE 23 30
BLACK 48 40
WHITE 30 37
BLACK 29 21
WHITE 37 44
BLACK 21 12
WHITE 3 12
BLACK 33 25
WHITE 44 51
BLACK 60 51
WHITE 12 19
BLACK 25 17
WHITE 19 26
BLACK 17 10
WHITE 1 10
BLACK 40 32
WHITE 26 33
BLACK 32 24
WHITE 33 40
BLACK 24 17
WHITE 10 17
BLACK 51 43
WHITE 40 48
BLACK 43 34
WHITE 48 57
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 19:20:26 EDT 2009
