# Server version 0.04 running on lab2-9.CS.McGill.CA:8123
# Game ID: 74
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 16:26:07 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 10 18
BLACK 52 45
WHITE 1 10
BLACK 53 46
WHITE 18 27
BLACK 45 37
WHITE 27 35
BLACK 37 29
WHITE 14 22
BLACK 29 22
WHITE 15 22
BLACK 46 38
WHITE 12 19
BLACK 38 30
WHITE 35 44
BLACK 51 44
WHITE 19 26
BLACK 30 23
WHITE 26 34
BLACK 50 42
WHITE 7 14
BLACK 23 14
WHITE 5 14
BLACK 55 47
WHITE 11 19
BLACK 44 36
WHITE 10 17
BLACK 36 29
WHITE 22 29
BLACK 42 33
WHITE 3 11
BLACK 54 45
WHITE 4 12
BLACK 33 26
WHITE 17 26
BLACK 45 37
WHITE 13 20
BLACK 37 28
WHITE 19 28
BLACK 49 41
WHITE 34 41
BLACK 48 41
WHITE 2 10
BLACK 58 50
WHITE 12 21
BLACK 41 33
WHITE 26 33
BLACK 47 39
WHITE 11 18
BLACK 50 43
WHITE 6 15
BLACK 39 30
WHITE 21 30
BLACK 60 53
WHITE 33 40
BLACK 43 34
WHITE 9 16
BLACK 61 52
WHITE 14 21
BLACK 34 26
WHITE 8 17
BLACK 52 45
WHITE 17 26
BLACK 45 36
WHITE 29 36
BLACK 57 49
WHITE 40 49
BLACK 56 49
WHITE 36 45
BLACK 53 46
WHITE 15 22
BLACK 49 41
WHITE 10 19
BLACK 63 55
WHITE 0 8
BLACK 46 39
WHITE 30 39
BLACK 55 46
WHITE 39 46
BLACK 41 34
WHITE 46 54
BLACK 34 27
WHITE 54 61
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 16:26:09 EDT 2009
