# Server version 0.04 running on lab2-9.CS.McGill.CA:8123
# Game ID: 105
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 17:05:44 EDT 2009
# Player 1: WHITE, 'fixed', running on localhost
# Player 2: BLACK, 'neural', running on localhost
START WHITE fixed
START BLACK neural
WHITE 12 20
BLACK 49 41
WHITE 20 28
BLACK 41 32
WHITE 11 18
BLACK 32 24
WHITE 18 25
BLACK 56 49
WHITE 13 20
BLACK 24 17
WHITE 10 17
BLACK 54 47
WHITE 28 37
BLACK 47 39
WHITE 25 34
BLACK 39 31
WHITE 34 43
BLACK 50 43
WHITE 20 28
BLACK 59 50
WHITE 37 45
BLACK 52 45
WHITE 17 26
BLACK 31 22
WHITE 15 22
BLACK 45 37
WHITE 28 37
BLACK 43 36
WHITE 37 44
BLACK 53 44
WHITE 26 35
BLACK 44 35
WHITE 22 31
BLACK 36 29
WHITE 31 38
BLACK 29 21
WHITE 14 21
BLACK 35 26
WHITE 38 46
BLACK 55 46
WHITE 21 29
BLACK 61 52
WHITE 8 16
BLACK 26 19
WHITE 16 24
BLACK 62 53
WHITE 9 18
BLACK 63 55
WHITE 24 32
BLACK 19 10
WHITE 3 10
BLACK 46 37
WHITE 32 40
BLACK 49 40
WHITE 5 12
BLACK 37 28
WHITE 29 36
BLACK 28 20
WHITE 36 44
BLACK 51 44
WHITE 10 17
BLACK 20 13
WHITE 4 13
BLACK 40 33
WHITE 18 27
BLACK 33 26
WHITE 27 36
BLACK 26 17
WHITE 36 43
BLACK 50 43
WHITE 12 20
BLACK 58 49
WHITE 13 21
BLACK 48 41
WHITE 20 28
BLACK 49 40
WHITE 21 29
BLACK 52 45
WHITE 28 36
BLACK 43 36
WHITE 29 36
BLACK 45 36
WHITE 2 9
BLACK 57 48
WHITE 9 16
BLACK 60 51
WHITE 16 24
BLACK 17 8
WHITE 24 32
BLACK 8 1
GAMEOVER 
WINNER BLACK
# Game ended: Sun Mar 22 17:05:46 EDT 2009
