# Server version 0.04 running on lab2-9.CS.McGill.CA:8123
# Game ID: 108
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 17:06:29 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 12 19
BLACK 55 47
WHITE 19 28
BLACK 47 39
WHITE 28 36
BLACK 53 45
WHITE 36 45
BLACK 52 45
WHITE 13 20
BLACK 45 38
WHITE 20 27
BLACK 38 30
WHITE 27 34
BLACK 39 31
WHITE 6 13
BLACK 30 22
WHITE 13 22
BLACK 31 22
WHITE 15 22
BLACK 51 43
WHITE 34 43
BLACK 50 43
WHITE 22 30
BLACK 54 46
WHITE 30 38
BLACK 43 36
WHITE 38 45
BLACK 36 29
WHITE 45 53
BLACK 60 53
WHITE 9 17
BLACK 53 44
WHITE 17 25
BLACK 44 37
WHITE 25 32
BLACK 29 22
WHITE 32 40
BLACK 49 40
WHITE 11 20
BLACK 22 15
WHITE 20 27
BLACK 15 6
GAMEOVER 
WINNER BLACK
# Game ended: Sun Mar 22 17:06:29 EDT 2009
