# Server version 0.04 running on lab2-9.CS.McGill.CA:8123
# Game ID: 63
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 16:18:51 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 13 20
BLACK 50 42
WHITE 20 28
BLACK 52 45
WHITE 11 19
BLACK 45 36
WHITE 6 13
BLACK 36 27
WHITE 28 36
BLACK 42 34
WHITE 36 45
BLACK 54 45
WHITE 13 21
BLACK 34 25
WHITE 19 28
BLACK 25 18
WHITE 9 18
BLACK 27 18
WHITE 3 11
BLACK 18 11
WHITE 4 11
BLACK 45 37
WHITE 28 37
BLACK 51 43
WHITE 37 46
BLACK 53 46
WHITE 1 9
BLACK 49 41
WHITE 21 30
BLACK 46 38
WHITE 9 18
BLACK 38 31
WHITE 0 9
BLACK 31 22
WHITE 15 22
BLACK 55 47
WHITE 14 23
BLACK 41 33
WHITE 30 38
BLACK 47 38
WHITE 23 31
BLACK 38 31
WHITE 22 31
BLACK 33 24
WHITE 31 38
BLACK 24 16
WHITE 9 16
BLACK 60 51
WHITE 38 46
BLACK 43 35
WHITE 7 15
BLACK 48 40
WHITE 5 14
BLACK 51 43
WHITE 46 55
BLACK 62 55
WHITE 12 21
BLACK 35 27
WHITE 18 27
BLACK 43 35
WHITE 16 24
BLACK 35 26
WHITE 24 33
BLACK 40 33
WHITE 11 19
BLACK 26 19
WHITE 10 19
BLACK 55 47
WHITE 2 9
BLACK 33 25
WHITE 14 23
BLACK 25 17
WHITE 8 17
BLACK 59 51
WHITE 21 30
BLACK 51 43
WHITE 15 22
BLACK 43 35
WHITE 30 37
BLACK 35 26
WHITE 19 26
BLACK 47 39
WHITE 26 33
BLACK 39 30
WHITE 23 30
BLACK 56 49
WHITE 33 40
BLACK 49 40
WHITE 37 45
BLACK 40 32
WHITE 30 37
BLACK 32 24
WHITE 17 24
BLACK 61 52
WHITE 45 52
BLACK 57 49
WHITE 52 60
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 16:18:53 EDT 2009
