# Server version 0.04 running on lab2-9.CS.McGill.CA:8123
# Game ID: 80
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 16:54:40 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 11 18
BLACK 51 44
WHITE 18 26
BLACK 52 43
WHITE 10 18
BLACK 44 37
WHITE 26 34
BLACK 43 34
WHITE 18 25
BLACK 34 26
WHITE 25 34
BLACK 26 18
WHITE 9 18
BLACK 53 45
WHITE 13 21
BLACK 50 42
WHITE 3 10
BLACK 37 28
WHITE 21 28
BLACK 45 37
WHITE 28 37
BLACK 48 40
WHITE 37 45
BLACK 54 45
WHITE 34 41
BLACK 42 34
WHITE 41 48
BLACK 45 37
WHITE 48 57
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 16:54:40 EDT 2009
