# Server version 0.04 running on socs-24.CS.McGill.CA:8123
# Game ID: 155
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 19:35:35 EDT 2009
# Player 1: WHITE, 'fixed', running on localhost
# Player 2: BLACK, 'neural', running on localhost
START WHITE fixed
START BLACK neural
WHITE 12 21
BLACK 48 40
WHITE 13 22
BLACK 40 32
WHITE 21 29
BLACK 32 24
WHITE 29 37
BLACK 24 16
WHITE 9 16
BLACK 49 40
WHITE 37 44
BLACK 51 44
WHITE 22 30
BLACK 40 32
WHITE 16 25
BLACK 32 25
WHITE 30 38
BLACK 25 16
WHITE 38 45
BLACK 52 45
WHITE 10 18
BLACK 16 9
WHITE 2 9
BLACK 44 35
WHITE 18 26
BLACK 35 26
WHITE 11 20
BLACK 26 17
WHITE 8 17
BLACK 45 36
WHITE 20 29
BLACK 36 29
WHITE 17 26
BLACK 29 20
WHITE 26 34
BLACK 20 11
WHITE 4 11
BLACK 50 41
WHITE 34 41
BLACK 53 44
WHITE 11 19
BLACK 44 35
WHITE 19 28
BLACK 35 28
WHITE 41 49
BLACK 56 49
WHITE 14 22
BLACK 28 19
WHITE 22 30
BLACK 19 10
WHITE 3 10
BLACK 49 40
WHITE 30 37
BLACK 40 32
WHITE 9 17
BLACK 32 24
WHITE 17 24
BLACK 54 45
WHITE 24 33
BLACK 45 36
WHITE 33 41
BLACK 36 27
WHITE 37 45
BLACK 27 18
WHITE 45 53
BLACK 60 53
WHITE 41 49
BLACK 58 49
WHITE 15 23
BLACK 18 9
WHITE 0 9
BLACK 49 40
WHITE 23 31
BLACK 40 32
WHITE 9 17
BLACK 32 24
WHITE 17 24
BLACK 53 44
WHITE 31 38
BLACK 44 35
WHITE 38 46
BLACK 55 46
WHITE 24 33
BLACK 35 26
WHITE 10 18
BLACK 26 17
WHITE 33 42
BLACK 17 8
WHITE 1 8
BLACK 46 37
WHITE 42 50
BLACK 57 50
WHITE 18 26
BLACK 37 28
WHITE 8 17
BLACK 28 19
WHITE 5 12
BLACK 19 12
WHITE 26 34
BLACK 12 3
GAMEOVER 
WINNER BLACK
# Game ended: Sun Mar 22 19:35:37 EDT 2009
