# Server version 0.04 running on socs-24.CS.McGill.CA:8123
# Game ID: 122
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 19:17:59 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 8 16
BLACK 52 45
WHITE 16 24
BLACK 45 37
WHITE 24 32
BLACK 37 28
WHITE 32 40
BLACK 49 40
WHITE 9 16
BLACK 40 32
WHITE 16 24
BLACK 28 21
WHITE 12 21
BLACK 51 43
WHITE 24 33
BLACK 43 36
WHITE 33 40
BLACK 36 29
WHITE 40 49
BLACK 58 49
WHITE 21 28
BLACK 29 21
WHITE 14 21
BLACK 50 43
WHITE 28 35
BLACK 32 24
WHITE 35 42
BLACK 49 42
WHITE 21 28
BLACK 24 16
WHITE 28 35
BLACK 42 35
WHITE 10 17
BLACK 61 52
WHITE 17 24
BLACK 35 27
WHITE 24 32
BLACK 16 9
WHITE 0 9
BLACK 43 35
WHITE 32 40
BLACK 27 19
WHITE 40 49
BLACK 56 49
WHITE 9 16
BLACK 19 10
WHITE 1 10
BLACK 35 27
WHITE 16 24
BLACK 27 19
WHITE 10 19
BLACK 53 44
WHITE 24 32
BLACK 52 43
WHITE 32 40
BLACK 49 40
WHITE 19 26
BLACK 44 37
WHITE 26 33
BLACK 40 33
WHITE 11 18
BLACK 33 25
WHITE 18 25
BLACK 48 40
WHITE 25 32
BLACK 43 35
WHITE 32 41
BLACK 35 27
WHITE 41 48
BLACK 57 48
WHITE 13 20
BLACK 27 20
WHITE 15 22
BLACK 20 11
WHITE 2 11
BLACK 40 32
WHITE 22 29
BLACK 37 30
WHITE 29 36
BLACK 54 46
WHITE 36 43
BLACK 32 24
WHITE 43 50
BLACK 59 50
WHITE 11 18
BLACK 24 16
WHITE 18 25
BLACK 30 23
WHITE 25 32
BLACK 23 15
WHITE 6 15
BLACK 16 8
WHITE 32 40
BLACK 46 38
WHITE 40 49
BLACK 8 0
GAMEOVER 
WINNER BLACK
# Game ended: Sun Mar 22 19:18:01 EDT 2009
