# Server version 0.04 running on socs-24.CS.McGill.CA:8123
# Game ID: 148
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 19:30:25 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 8 16
BLACK 52 44
WHITE 16 24
BLACK 44 36
WHITE 0 8
BLACK 36 29
WHITE 24 32
BLACK 29 20
WHITE 11 20
BLACK 51 44
WHITE 2 11
BLACK 50 42
WHITE 8 16
BLACK 44 36
WHITE 1 8
BLACK 54 45
WHITE 8 17
BLACK 36 28
WHITE 9 18
BLACK 45 36
WHITE 10 19
BLACK 28 19
WHITE 12 19
BLACK 36 28
WHITE 19 28
BLACK 42 34
WHITE 3 10
BLACK 34 26
WHITE 17 26
BLACK 53 44
WHITE 4 12
BLACK 44 37
WHITE 28 37
BLACK 49 42
WHITE 10 17
BLACK 55 47
WHITE 11 19
BLACK 48 41
WHITE 32 41
BLACK 42 35
WHITE 26 35
BLACK 47 38
WHITE 12 21
BLACK 38 31
WHITE 5 12
BLACK 60 51
WHITE 13 22
BLACK 31 22
WHITE 15 22
BLACK 51 43
WHITE 6 13
BLACK 58 50
WHITE 41 50
BLACK 59 50
WHITE 7 15
BLACK 50 42
WHITE 35 42
BLACK 43 35
WHITE 14 23
BLACK 61 52
WHITE 16 24
BLACK 52 44
WHITE 37 44
BLACK 35 27
WHITE 18 27
BLACK 62 54
WHITE 17 25
BLACK 54 46
WHITE 19 26
BLACK 57 48
WHITE 12 19
BLACK 48 40
WHITE 19 28
BLACK 40 32
WHITE 25 32
BLACK 46 38
WHITE 20 29
BLACK 38 29
WHITE 22 29
BLACK 56 48
WHITE 13 20
BLACK 48 40
WHITE 15 22
BLACK 40 33
WHITE 24 33
BLACK 63 54
WHITE 21 30
BLACK 54 45
WHITE 22 31
BLACK 45 36
WHITE 27 36
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 19:30:27 EDT 2009
