# Server version 0.04 running on socs-24.CS.McGill.CA:8123
# Game ID: 133
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 19:22:23 EDT 2009
# Player 1: WHITE, 'fixed', running on localhost
# Player 2: BLACK, 'neural', running on localhost
START WHITE fixed
START BLACK neural
WHITE 12 20
BLACK 48 40
WHITE 20 28
BLACK 40 32
WHITE 28 35
BLACK 32 24
WHITE 35 43
BLACK 50 43
WHITE 13 22
BLACK 24 16
WHITE 9 16
BLACK 43 34
WHITE 22 31
BLACK 34 25
WHITE 16 25
BLACK 49 40
WHITE 25 33
BLACK 40 33
WHITE 31 39
BLACK 33 24
WHITE 11 19
BLACK 24 16
WHITE 19 26
BLACK 16 9
WHITE 2 9
BLACK 51 42
WHITE 26 33
BLACK 42 33
WHITE 10 17
BLACK 33 24
WHITE 17 24
BLACK 52 43
WHITE 39 47
BLACK 54 47
WHITE 24 32
BLACK 43 34
WHITE 32 40
BLACK 34 25
WHITE 40 48
BLACK 57 48
WHITE 14 22
BLACK 25 16
WHITE 9 16
BLACK 47 38
WHITE 15 23
BLACK 38 29
WHITE 22 29
BLACK 48 40
WHITE 23 31
BLACK 40 32
WHITE 29 37
BLACK 32 24
WHITE 31 38
BLACK 24 17
WHITE 8 17
BLACK 53 44
WHITE 37 44
BLACK 55 46
WHITE 38 47
BLACK 46 37
WHITE 44 52
BLACK 59 52
WHITE 47 55
BLACK 62 55
WHITE 16 24
BLACK 37 28
WHITE 17 26
BLACK 28 19
WHITE 26 35
BLACK 19 10
WHITE 3 10
BLACK 52 43
WHITE 35 42
BLACK 43 34
WHITE 10 19
BLACK 34 25
WHITE 42 50
BLACK 25 16
WHITE 24 32
BLACK 16 8
WHITE 1 8
BLACK 55 46
WHITE 19 28
BLACK 46 37
WHITE 28 37
BLACK 56 48
WHITE 50 57
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 19:22:25 EDT 2009
