# Server version 0.04 running on socs-24.CS.McGill.CA:8123
# Game ID: 168
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 19:42:00 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 8 16
BLACK 52 44
WHITE 16 24
BLACK 51 43
WHITE 24 32
BLACK 43 36
WHITE 32 40
BLACK 49 40
WHITE 9 16
BLACK 36 29
WHITE 16 24
BLACK 29 21
WHITE 12 21
BLACK 44 36
WHITE 24 32
BLACK 36 29
WHITE 32 41
BLACK 50 41
WHITE 21 28
BLACK 41 34
WHITE 28 35
BLACK 29 21
WHITE 14 21
BLACK 34 25
WHITE 35 42
BLACK 25 18
WHITE 11 18
BLACK 53 45
WHITE 42 49
BLACK 58 49
WHITE 18 25
BLACK 60 51
WHITE 25 32
BLACK 45 38
WHITE 32 41
BLACK 48 41
WHITE 21 28
BLACK 38 29
WHITE 28 35
BLACK 29 20
WHITE 13 20
BLACK 40 32
WHITE 35 42
BLACK 51 42
WHITE 20 27
BLACK 32 24
WHITE 27 34
BLACK 41 34
WHITE 10 17
BLACK 24 16
WHITE 17 24
BLACK 34 26
WHITE 24 32
BLACK 16 9
WHITE 0 9
BLACK 26 18
WHITE 9 18
BLACK 54 46
WHITE 32 40
BLACK 49 40
WHITE 18 25
BLACK 42 34
WHITE 25 34
BLACK 40 33
WHITE 34 41
BLACK 33 24
WHITE 41 48
BLACK 57 48
WHITE 15 22
BLACK 24 16
WHITE 22 29
BLACK 16 8
WHITE 1 8
BLACK 48 40
WHITE 29 36
BLACK 46 38
WHITE 36 43
BLACK 38 30
WHITE 43 50
BLACK 59 50
WHITE 8 16
BLACK 30 23
WHITE 16 24
BLACK 23 14
WHITE 5 14
BLACK 40 32
WHITE 24 33
BLACK 55 46
WHITE 33 40
BLACK 32 25
WHITE 40 48
BLACK 46 38
WHITE 48 57
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 19:42:02 EDT 2009
