# Server version 0.04 running on lab2-9.CS.McGill.CA:8123
# Game ID: 97
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 16:59:25 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 11 20
BLACK 52 45
WHITE 20 29
BLACK 45 37
WHITE 29 36
BLACK 53 45
WHITE 36 45
BLACK 54 45
WHITE 13 22
BLACK 45 36
WHITE 22 31
BLACK 36 28
WHITE 31 38
BLACK 28 20
WHITE 38 45
BLACK 37 28
WHITE 45 52
BLACK 59 52
WHITE 10 19
BLACK 28 19
WHITE 12 19
BLACK 20 12
WHITE 5 12
BLACK 52 45
WHITE 19 27
BLACK 45 37
WHITE 27 35
BLACK 37 29
WHITE 35 44
BLACK 51 44
WHITE 15 22
BLACK 29 22
WHITE 14 21
BLACK 44 36
WHITE 21 30
BLACK 49 41
WHITE 30 37
BLACK 60 52
WHITE 37 46
BLACK 55 46
WHITE 9 17
BLACK 22 15
WHITE 6 15
BLACK 36 28
WHITE 17 24
BLACK 28 21
WHITE 12 21
BLACK 46 38
WHITE 24 33
BLACK 52 44
WHITE 15 22
BLACK 38 31
WHITE 22 31
BLACK 44 36
WHITE 0 9
BLACK 36 27
WHITE 33 40
BLACK 61 52
WHITE 9 16
BLACK 27 20
WHITE 40 49
BLACK 58 49
WHITE 31 38
BLACK 20 13
WHITE 4 13
BLACK 41 32
WHITE 2 11
BLACK 32 24
WHITE 38 45
BLACK 52 45
WHITE 21 30
BLACK 24 17
WHITE 8 17
BLACK 45 37
WHITE 30 37
BLACK 48 40
WHITE 37 46
BLACK 40 32
WHITE 46 54
BLACK 63 54
WHITE 17 25
BLACK 32 25
WHITE 16 25
BLACK 50 42
WHITE 1 8
BLACK 54 46
WHITE 3 12
BLACK 42 34
WHITE 25 34
BLACK 46 37
WHITE 13 20
BLACK 49 41
WHITE 34 41
BLACK 62 53
WHITE 41 50
BLACK 57 50
WHITE 20 29
BLACK 53 46
WHITE 29 38
BLACK 46 39
WHITE 8 16
BLACK 37 30
WHITE 38 47
BLACK 56 49
WHITE 7 15
BLACK 30 21
WHITE 12 21
BLACK 39 31
WHITE 11 19
BLACK 31 23
WHITE 47 54
BLACK 23 14
WHITE 54 62
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 16:59:28 EDT 2009
