# Server version 0.04 running on lab2-9.CS.McGill.CA:8123
# Game ID: 102
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 17:04:58 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 10 17
BLACK 52 45
WHITE 17 25
BLACK 45 38
WHITE 25 34
BLACK 38 30
WHITE 3 10
BLACK 51 43
WHITE 34 43
BLACK 50 43
WHITE 11 18
BLACK 30 22
WHITE 13 22
BLACK 53 44
WHITE 18 27
BLACK 43 35
WHITE 27 34
BLACK 35 27
WHITE 4 11
BLACK 27 19
WHITE 12 19
BLACK 55 46
WHITE 34 43
BLACK 44 36
WHITE 5 13
BLACK 46 37
WHITE 11 18
BLACK 36 29
WHITE 22 29
BLACK 54 47
WHITE 43 51
BLACK 60 51
WHITE 29 38
BLACK 47 38
WHITE 19 26
BLACK 37 29
WHITE 26 35
BLACK 29 21
WHITE 14 21
BLACK 38 30
WHITE 21 30
BLACK 51 43
WHITE 35 44
BLACK 43 36
WHITE 6 14
BLACK 49 41
WHITE 9 17
BLACK 36 29
WHITE 44 53
BLACK 62 53
WHITE 30 39
BLACK 29 22
WHITE 13 22
BLACK 41 33
WHITE 39 46
BLACK 53 46
WHITE 17 26
BLACK 33 26
WHITE 22 31
BLACK 26 17
WHITE 10 17
BLACK 46 39
WHITE 2 9
BLACK 39 30
WHITE 31 39
BLACK 30 22
WHITE 15 22
BLACK 48 40
WHITE 14 21
BLACK 40 33
WHITE 39 46
BLACK 33 26
WHITE 17 26
BLACK 59 51
WHITE 8 17
BLACK 58 50
WHITE 7 14
BLACK 51 43
WHITE 46 54
BLACK 61 54
WHITE 26 33
BLACK 43 35
WHITE 33 42
BLACK 54 46
WHITE 42 49
BLACK 56 49
WHITE 17 25
BLACK 35 26
WHITE 25 34
BLACK 50 42
WHITE 34 43
BLACK 26 17
WHITE 1 8
BLACK 17 8
WHITE 43 51
BLACK 8 1
GAMEOVER 
WINNER BLACK
# Game ended: Sun Mar 22 17:05:00 EDT 2009
