# Server version 0.04 running on socs-24.CS.McGill.CA:8123
# Game ID: 154
# Board class: breakthrough.BTBoard
# Timeout: 5000
# Date: Sun Mar 22 19:34:42 EDT 2009
# Player 1: WHITE, 'neural', running on localhost
# Player 2: BLACK, 'fixed', running on localhost
START WHITE neural
START BLACK fixed
WHITE 8 16
BLACK 51 43
WHITE 16 24
BLACK 43 35
WHITE 24 32
BLACK 35 27
WHITE 32 40
BLACK 49 40
WHITE 9 16
BLACK 27 19
WHITE 10 19
BLACK 40 33
WHITE 16 24
BLACK 33 24
WHITE 19 26
BLACK 52 45
WHITE 26 33
BLACK 45 37
WHITE 33 40
BLACK 53 45
WHITE 40 49
BLACK 58 49
WHITE 11 18
BLACK 45 38
WHITE 18 25
BLACK 24 16
WHITE 25 32
BLACK 37 29
WHITE 32 40
BLACK 49 40
WHITE 12 19
BLACK 16 9
WHITE 0 9
BLACK 29 21
WHITE 14 21
BLACK 54 45
WHITE 19 26
BLACK 50 42
WHITE 26 33
BLACK 40 33
WHITE 21 28
BLACK 38 29
WHITE 28 35
BLACK 42 35
WHITE 9 16
BLACK 35 27
WHITE 16 24
BLACK 33 24
WHITE 13 20
BLACK 27 20
WHITE 15 22
BLACK 29 22
WHITE 1 8
BLACK 20 11
WHITE 2 11
BLACK 22 14
WHITE 5 14
BLACK 24 17
WHITE 8 17
BLACK 55 46
WHITE 17 24
BLACK 48 40
WHITE 24 32
BLACK 40 33
WHITE 32 40
BLACK 33 25
WHITE 40 48
BLACK 57 48
WHITE 11 18
BLACK 25 18
WHITE 14 21
BLACK 18 10
WHITE 3 10
BLACK 45 37
WHITE 21 28
BLACK 37 28
WHITE 10 17
BLACK 28 20
WHITE 17 24
BLACK 20 13
WHITE 4 13
BLACK 48 41
WHITE 24 32
BLACK 41 32
WHITE 13 20
BLACK 46 38
WHITE 20 27
BLACK 38 30
WHITE 27 34
BLACK 30 22
WHITE 34 41
BLACK 22 14
WHITE 7 14
BLACK 32 24
WHITE 41 48
BLACK 24 17
WHITE 48 57
GAMEOVER 
WINNER WHITE
# Game ended: Sun Mar 22 19:34:44 EDT 2009
